epoch,train_rmse,train_mae,val_rmse,val_mae
1,0.8564061038755052,0.6846138924249234,0.8616918593483256,0.6895664849366714
2,0.8491223855368926,0.6771504771831184,0.8574369368754142,0.6838780052672809
3,0.8429974292739474,0.6720530684012249,0.8544859199919622,0.6809929922326612
4,0.8296952225724336,0.6624180568148256,0.8471988864139685,0.6752352430334889
5,0.8092694131462388,0.6457605596351174,0.8387388160291278,0.668308454132214
6,0.7880331980143567,0.6293350077517457,0.832778848855218,0.6615176012005688
7,0.7686833042226012,0.6161113073771349,0.8339859772509672,0.6644309664931604
8,0.7397606461203493,0.5890098828969127,0.8299007812679046,0.6565337619516571
9,0.7128395403638353,0.57177408877785,0.828029006092584,0.6565669045324057
10,0.688730000502126,0.5500109967136284,0.828900306750728,0.6531028343605694
11,0.6635819546936196,0.532501994259179,0.8283086246196129,0.655061073127706
12,0.6463677559653802,0.5142053814207598,0.8342745341824519,0.6564594533058373
13,0.6305545997506914,0.5040628335216685,0.8406436676928853,0.6606132817626184
14,0.6126297462321356,0.48862469274102144,0.8417086390794809,0.6618655225502833
