epoch,train_rmse,train_mae,val_rmse,val_mae
1,0.8530187122503967,0.681443954005087,0.8794193804989907,0.701348855895744
2,0.8443436529917998,0.6738096491362264,0.8753572545652564,0.6975928966090525
3,0.83898194461256,0.6704134295613514,0.8679343902174855,0.692206536848468
4,0.8249159352860648,0.6573936518036398,0.8625389624680244,0.6869971843548707
5,0.8042860529506404,0.641546587250808,0.854499190859152,0.6797810013975001
6,0.7852167998599971,0.6273584012697079,0.8493678399004925,0.6742999847366086
7,0.7612720705760416,0.6071352709580048,0.8457209187613496,0.6701351711956207
8,0.7378203498439078,0.5924034874532513,0.8430423061438511,0.6691832549659295
9,0.7106554943029014,0.5695823902677535,0.8407315467763147,0.6654973788655663
10,0.6961451664772084,0.5571745632914071,0.851160018213466,0.6741824080149944
11,0.6690325203854618,0.5326306559882223,0.8470411046789709,0.6669976493682873
12,0.6476877146191701,0.5212516534742558,0.8503022977546083,0.6757293740247152
13,0.6247577316568879,0.4988651106533221,0.850274970317904,0.6686564015517719
14,0.6075831532300653,0.48425393686247503,0.8552720115969565,0.6730483788420941
