split,segment,fold,ratio,r_svd,rmse,mae,n_matched
test_final,regular,6,20_80,0.2,1.4466835801475577,1.2446813496619844,4883
test_final,regular,6,30_70,0.3,1.3377193953154127,1.1416269387404017,4883
test_final,regular,6,40_60,0.4,1.2342089269680383,1.0444081617943912,4883
test_final,regular,6,50_50,0.5,1.1369199140325104,0.9522017769660773,4883
test_final,regular,6,60_40,0.6,1.0541056162052551,0.8742932797122428,4883
test_final,regular,6,70_30,0.7,0.9839220948316613,0.8039574362142224,4883
test_final,regular,6,80_20,0.8,0.9362194677291281,0.7506582184364042,4883
test_final,regular,6,90_10,0.9,0.913151522595553,0.715972598456629,4883
val_inner,new,7,10_90,0.1,1.7241141921260152,1.5035493281754355,319
val_inner,new,7,20_80,0.2,1.5793608333576707,1.3686016862871846,319
val_inner,new,7,30_70,0.3,1.4403651855011008,1.2383829248084421,319
val_inner,new,7,40_60,0.4,1.3089627284489407,1.114507610123901,319
val_inner,new,7,50_50,0.5,1.1876764342778134,0.9976874603039579,319
val_inner,new,7,60_40,0.6,1.0799201506661116,0.893630872709152,319
val_inner,new,7,70_30,0.7,0.9901212462603071,0.8095422956120775,319
val_inner,new,7,80_20,0.8,0.9235328710895462,0.7442346840911405,319
val_inner,new,7,90_10,0.9,0.8854073508138658,0.7042475158710202,319
test_final,new,7,10_90,0.1,1.7558226548892775,1.5232451230839819,283
test_final,new,7,20_80,0.2,1.6174799113690488,1.3968604477716273,283
test_final,new,7,30_70,0.3,1.4855194141886623,1.2777855241199165,283
test_final,new,7,40_60,0.4,1.3617977802043268,1.1629559092101038,283
test_final,new,7,50_50,0.5,1.248766213667091,1.0577247952219204,283
test_final,new,7,60_40,0.6,1.1495823226774402,0.9632763940459604,283
test_final,new,7,70_30,0.7,1.068110750258361,0.8845806410519332,283
test_final,new,7,80_20,0.8,1.0086526810609808,0.8233237620765509,283
test_final,new,7,90_10,0.9,0.9752427826928716,0.7807684624897208,283
val_inner,trend,7,10_90,0.1,1.704971198365643,1.499600547307665,850
val_inner,trend,7,20_80,0.2,1.5638439882884014,1.3637504206711994,850
val_inner,trend,7,30_70,0.3,1.427183200059353,1.2327413012278232,850
val_inner,trend,7,40_60,0.4,1.2959795485268268,1.1074612595602495,850
val_inner,trend,7,50_50,0.5,1.1724455506110643,0.9928629804933096,850
val_inner,trend,7,60_40,0.6,1.0615604301762211,0.893507633977674,850
val_inner,trend,7,70_30,0.7,0.964869500321508,0.8070638463731988,850
val_inner,trend,7,80_20,0.8,0.886128901776531,0.7333748567780493,850
val_inner,trend,7,90_10,0.9,0.8381783406147352,0.6874800741200962,850
test_final,trend,7,10_90,0.1,1.6312800458273187,1.4127276240273128,853
test_final,trend,7,20_80,0.2,1.4984552810473013,1.290751961265611,853
test_final,trend,7,30_70,0.3,1.3715909011957523,1.1727985233023717,853
test_final,trend,7,40_60,0.4,1.2537344862588649,1.0614377486472386,853
test_final,trend,7,50_50,0.5,1.1470652958839225,0.963253053413387,853
test_final,trend,7,60_40,0.6,1.0578393532509576,0.8801477628350014,853
test_final,trend,7,70_30,0.7,0.9831690894615561,0.8030230352688638,853
test_final,trend,7,80_20,0.8,0.937338744315599,0.747884024782757,853
test_final,trend,7,90_10,0.9,0.9221321479451893,0.7217912442189203,853
val_inner,regular,7,10_90,0.1,1.69975609926628,1.491335563020156,4892
val_inner,regular,7,20_80,0.2,1.5633985070767205,1.3624737886314964,4892
val_inner,regular,7,30_70,0.3,1.4309929914805581,1.2369162696825002,4892
val_inner,regular,7,40_60,0.4,1.3025670124167195,1.1146435510186767,4892
val_inner,regular,7,50_50,0.5,1.1805219598448358,1.0000819653926567,4892
val_inner,regular,7,60_40,0.6,1.0674973425364185,0.8957867995856649,4892
val_inner,regular,7,70_30,0.7,0.9708895691282176,0.8061497639530533,4892
val_inner,regular,7,80_20,0.8,0.8957017864773638,0.7339217323585339,4892
val_inner,regular,7,90_10,0.9,0.851071387462403,0.6858416521814449,4892
test_final,regular,7,10_90,0.1,1.655920337655745,1.445443631445986,4873
test_final,regular,7,20_80,0.2,1.5295529664807122,1.3290907818702473,4873
test_final,regular,7,30_70,0.3,1.4029822892080714,1.2099495637591535,4873
test_final,regular,7,40_60,0.4,1.2815750227935294,1.0939088376734365,4873
test_final,regular,7,50_50,0.5,1.1707348232096468,0.9891416144221391,4873
test_final,regular,7,60_40,0.6,1.0705104175333437,0.8940768612034802,4873
test_final,regular,7,70_30,0.7,0.9894231413926825,0.8142603873198706,4873
test_final,regular,7,80_20,0.8,0.9300396865647673,0.7494800833553966,4873
test_final,regular,7,90_10,0.9,0.9012609421850499,0.708219789446326,4873
val_inner,new,8,10_90,0.1,1.6928163948634567,1.445551768618577,319
val_inner,new,8,20_80,0.2,1.5672203410067604,1.3332901167864935,319
val_inner,new,8,30_70,0.3,1.4471896865378757,1.2280369924215682,319
val_inner,new,8,40_60,0.4,1.3342273124873636,1.1279117295886343,319
val_inner,new,8,50_50,0.5,1.2302817542995272,1.034216179355982,319
val_inner,new,8,60_40,0.6,1.1378268803059641,0.9495447519838711,319
val_inner,new,8,70_30,0.7,1.0598740326759093,0.8754848171920784,319
val_inner,new,8,80_20,0.8,0.9998210148541571,0.817570355346953,319
val_inner,new,8,90_10,0.9,0.9610292916226383,0.775743025649845,319
test_final,new,8,10_90,0.1,1.6903786111954482,1.4442977170391051,280
test_final,new,8,20_80,0.2,1.5687897134329116,1.3304227379007902,280
test_final,new,8,30_70,0.3,1.4536570892858678,1.2213452880763995,280
test_final,new,8,40_60,0.4,1.346637721869354,1.125534639903414,280
test_final,new,8,50_50,0.5,1.2498175175457358,1.0384045830898962,280
test_final,new,8,60_40,0.6,1.1657405169415562,0.9602837726028323,280
test_final,new,8,70_30,0.7,1.097339751848272,0.89513619081854,280
test_final,new,8,80_20,0.8,1.047690107620553,0.8458178770990982,280
test_final,new,8,90_10,0.9,1.019534719711783,0.8084724166422587,280
val_inner,trend,8,10_90,0.1,1.5371063862767587,1.3340494772633578,835
val_inner,trend,8,20_80,0.2,1.4124336813203977,1.2145276149475284,835
val_inner,trend,8,30_70,0.3,1.295180059488462,1.1020337195109267,835
val_inner,trend,8,40_60,0.4,1.1836764001031468,0.9985997324361919,835
val_inner,trend,8,50_50,0.5,1.0796086302446097,0.9055475410577488,835
val_inner,trend,8,60_40,0.6,0.9897930072667508,0.8273405120410556,835
val_inner,trend,8,70_30,0.7,0.9170074333515127,0.763374518766814,835
val_inner,trend,8,80_20,0.8,0.8601388044685285,0.7056552173328347,835
val_inner,trend,8,90_10,0.9,0.8257690053798106,0.6646765524960364,835
test_final,trend,8,10_90,0.1,1.5806898575333532,1.3733511660768152,825
test_final,trend,8,20_80,0.2,1.4615916883307194,1.2634788461800495,825
test_final,trend,8,30_70,0.3,1.3500768240608665,1.159288227153321,825
test_final,trend,8,40_60,0.4,1.2430543637066322,1.0588008355783227,825
test_final,trend,8,50_50,0.5,1.1459765251360827,0.9713735886694562,825
test_final,trend,8,60_40,0.6,1.062701110682083,0.8924800482314985,825
test_final,trend,8,70_30,0.7,0.9979052943884731,0.8288589430453251,825
test_final,trend,8,80_20,0.8,0.9509169067239573,0.7774203135657235,825
test_final,trend,8,90_10,0.9,0.9313415838704348,0.7479583562428165,825
val_inner,regular,8,10_90,0.1,1.5538279224078597,1.349755069092203,4910
val_inner,regular,8,20_80,0.2,1.4370384562370206,1.2414935993582104,4910
val_inner,regular,8,30_70,0.3,1.3224081828342809,1.1337505600625128,4910
val_inner,regular,8,40_60,0.4,1.2128709738813508,1.0312282943153064,4910
val_inner,regular,8,50_50,0.5,1.1121059609034911,0.9367495469741058,4910
val_inner,regular,8,60_40,0.6,1.0235481686726315,0.8550884915925183,4910
val_inner,regular,8,70_30,0.7,0.947403354343265,0.7834471540835339,4910
val_inner,regular,8,80_20,0.8,0.8870650521185215,0.7230775548803041,4910
val_inner,regular,8,90_10,0.9,0.8525874535711103,0.6831942828426231,4910
test_final,regular,8,10_90,0.1,1.5376395102446534,1.324748683467366,4853
test_final,regular,8,20_80,0.2,1.4288886982059683,1.2249383434874315,4853
test_final,regular,8,30_70,0.3,1.3236210996148319,1.1280660626480792,4853
test_final,regular,8,40_60,0.4,1.2215796670237864,1.0334081035884832,4853
test_final,regular,8,50_50,0.5,1.1290310496519589,0.947445217013026,4853
test_final,regular,8,60_40,0.6,1.0419735410046342,0.8668120905076603,4853
test_final,regular,8,70_30,0.7,0.9752513997853047,0.8017113436429024,4853
test_final,regular,8,80_20,0.8,0.9286766716081953,0.7486487854286922,4853
test_final,regular,8,90_10,0.9,0.9070414991085278,0.7154481081774678,4853
val_inner,new,9,10_90,0.1,1.7440206910141545,1.5147319525570866,317
val_inner,new,9,20_80,0.2,1.6083113492444425,1.3899217412807876,317
val_inner,new,9,30_70,0.3,1.4780127664471436,1.2676804146085614,317
val_inner,new,9,40_60,0.4,1.3546871209627207,1.1541227553870963,317
val_inner,new,9,50_50,0.5,1.2404159664697396,1.0485586608851427,317
val_inner,new,9,60_40,0.6,1.137930340703296,0.9532531057426789,317
val_inner,new,9,70_30,0.7,1.0506846658072286,0.8704899282217924,317
val_inner,new,9,80_20,0.8,0.9827462489783633,0.7998668476507788,317
val_inner,new,9,90_10,0.9,0.9383182983662347,0.7435835928199792,317
test_final,new,9,10_90,0.1,1.7228426357795434,1.4838530839037198,271
test_final,new,9,20_80,0.2,1.5962603795670667,1.3680498654146225,271
test_final,new,9,30_70,0.3,1.4769592559841154,1.261963691587656,271
test_final,new,9,40_60,0.4,1.3668471315565867,1.1655862214224337,271
test_final,new,9,50_50,0.5,1.2683195618603185,1.0788533886233926,271
test_final,new,9,60_40,0.6,1.1842714780388803,0.9983602189792227,271
test_final,new,9,70_30,0.7,1.1179733221955708,0.9290522538081548,271
test_final,new,9,80_20,0.8,1.0727211927296725,0.8750718075941518,271
test_final,new,9,90_10,0.9,1.0512364901712197,0.8350508146933563,271
val_inner,trend,9,10_90,0.1,1.6290406779652598,1.4325246168930381,839
val_inner,trend,9,20_80,0.2,1.4971159772409213,1.3029709911424718,839
val_inner,trend,9,30_70,0.3,1.366867075685715,1.1729400451859697,839
val_inner,trend,9,40_60,0.4,1.2406371459775074,1.0496049240951246,839
val_inner,trend,9,50_50,0.5,1.124371130364,0.9419819422717477,839
val_inner,trend,9,60_40,0.6,1.0194386000918698,0.8486203573192302,839
val_inner,trend,9,70_30,0.7,0.9274874867726077,0.7674013867631797,839
val_inner,trend,9,80_20,0.8,0.8570420006348693,0.7012923768834601,839
val_inner,trend,9,90_10,0.9,0.8115025745803012,0.6571904602436791,839
test_final,trend,9,10_90,0.1,1.6235353118517304,1.4299254440966,819
test_final,trend,9,20_80,0.2,1.4945704118782897,1.306657237453519,819
test_final,trend,9,30_70,0.3,1.3716255524825938,1.188990449290269,819
test_final,trend,9,40_60,0.4,1.259586793035256,1.0826715314469952,819
test_final,trend,9,50_50,0.5,1.1516983345868093,0.9808271877220549,819
test_final,trend,9,60_40,0.6,1.0600953630315728,0.8920588926789755,819
test_final,trend,9,70_30,0.7,0.985788588807731,0.813132310872176,819
test_final,trend,9,80_20,0.8,0.9314029747882723,0.7476269808503397,819
test_final,trend,9,90_10,0.9,0.9036645607729271,0.7083272478977363,819
val_inner,regular,9,10_90,0.1,1.5967955691856004,1.383798541632804,4903
val_inner,regular,9,20_80,0.2,1.4729850373343265,1.2680411954649504,4903
val_inner,regular,9,30_70,0.3,1.348258503455542,1.151773823840376,4903
val_inner,regular,9,40_60,0.4,1.2325763233730758,1.0432718322132088,4903
val_inner,regular,9,50_50,0.5,1.1213070396855747,0.9406906279606873,4903
val_inner,regular,9,60_40,0.6,1.0229548085848905,0.8525880852149476,4903
val_inner,regular,9,70_30,0.7,0.9375464289802768,0.7762857496413775,4903
val_inner,regular,9,80_20,0.8,0.8756069146287139,0.7182074431884825,4903
val_inner,regular,9,90_10,0.9,0.8406324293771681,0.6795376600774318,4903
test_final,regular,9,10_90,0.1,1.5963286554128944,1.3864815222522042,4817
test_final,regular,9,20_80,0.2,1.4774667175766216,1.2765344201400672,4817
test_final,regular,9,30_70,0.3,1.3654840380059023,1.1706279777904565,4817
test_final,regular,9,40_60,0.4,1.258737618514194,1.0684119141514787,4817
test_final,regular,9,50_50,0.5,1.1604488097476793,0.9752643379650687,4817
test_final,regular,9,60_40,0.6,1.075312402885062,0.8955466683870567,4817
test_final,regular,9,70_30,0.7,1.0030400016850083,0.8233104816730817,4817
test_final,regular,9,80_20,0.8,0.9555118534061915,0.7684352137172841,4817
test_final,regular,9,90_10,0.9,0.9323359578367079,0.73510791954158,4817
