protocol,split,segment,fold,ratio,r_svd,coverage
fullcatalog,n/a,regular,5,30_70,0.3,0.1345486111111111
fullcatalog,n/a,regular,5,40_60,0.4,0.15711805555555555
fullcatalog,n/a,regular,5,50_50,0.5,0.17100694444444445
fullcatalog,n/a,regular,5,60_40,0.6,0.1892361111111111
fullcatalog,n/a,regular,5,70_30,0.7,0.1996527777777778
fullcatalog,n/a,regular,5,80_20,0.8,0.2065972222222222
fullcatalog,n/a,regular,5,90_10,0.9,0.2152777777777778
testonly,val_inner,regular,5,10_90,0.1,0.003780718336483932
testonly,val_inner,regular,5,20_80,0.2,0.006616257088846881
testonly,val_inner,regular,5,30_70,0.3,0.010396975425330813
testonly,val_inner,regular,5,40_60,0.4,0.014177693761814745
testonly,val_inner,regular,5,50_50,0.5,0.01890359168241966
testonly,val_inner,regular,5,60_40,0.6,0.038752362948960305
testonly,val_inner,regular,5,70_30,0.7,0.10396975425330812
testonly,val_inner,regular,5,80_20,0.8,0.23251417769376181
testonly,val_inner,regular,5,90_10,0.9,0.3516068052930057
testonly,test_final,regular,5,10_90,0.1,0.0037593984962406013
testonly,test_final,regular,5,20_80,0.2,0.006578947368421052
testonly,test_final,regular,5,30_70,0.3,0.008458646616541353
testonly,test_final,regular,5,40_60,0.4,0.015037593984962405
testonly,test_final,regular,5,50_50,0.5,0.020676691729323307
testonly,test_final,regular,5,60_40,0.6,0.044172932330827065
testonly,test_final,regular,5,70_30,0.7,0.11466165413533834
testonly,test_final,regular,5,80_20,0.8,0.2274436090225564
testonly,test_final,regular,5,90_10,0.9,0.34398496240601506
fullcatalog,n/a,new,6,10_90,0.1,0.021701388888888888
fullcatalog,n/a,new,6,20_80,0.2,0.026909722222222224
fullcatalog,n/a,new,6,30_70,0.3,0.03298611111111111
fullcatalog,n/a,new,6,40_60,0.4,0.035590277777777776
fullcatalog,n/a,new,6,50_50,0.5,0.03819444444444445
fullcatalog,n/a,new,6,60_40,0.6,0.04513888888888889
fullcatalog,n/a,new,6,70_30,0.7,0.04861111111111111
fullcatalog,n/a,new,6,80_20,0.8,0.05295138888888889
fullcatalog,n/a,new,6,90_10,0.9,0.05642361111111111
testonly,val_inner,new,6,10_90,0.1,0.01639344262295082
testonly,val_inner,new,6,20_80,0.2,0.01639344262295082
testonly,val_inner,new,6,30_70,0.3,0.01639344262295082
testonly,val_inner,new,6,40_60,0.4,0.02185792349726776
testonly,val_inner,new,6,50_50,0.5,0.03278688524590164
testonly,val_inner,new,6,60_40,0.6,0.060109289617486336
testonly,val_inner,new,6,70_30,0.7,0.12021857923497267
testonly,val_inner,new,6,80_20,0.8,0.17486338797814208
testonly,val_inner,new,6,90_10,0.9,0.2459016393442623
testonly,test_final,new,6,10_90,0.1,0.030303030303030304
testonly,test_final,new,6,20_80,0.2,0.048484848484848485
testonly,test_final,new,6,30_70,0.3,0.04242424242424243
testonly,test_final,new,6,40_60,0.4,0.048484848484848485
testonly,test_final,new,6,50_50,0.5,0.06060606060606061
testonly,test_final,new,6,60_40,0.6,0.09090909090909091
testonly,test_final,new,6,70_30,0.7,0.14545454545454545
testonly,test_final,new,6,80_20,0.8,0.20606060606060606
testonly,test_final,new,6,90_10,0.9,0.296969696969697
fullcatalog,n/a,trend,6,10_90,0.1,0.0390625
fullcatalog,n/a,trend,6,20_80,0.2,0.04079861111111111
fullcatalog,n/a,trend,6,30_70,0.3,0.04774305555555555
fullcatalog,n/a,trend,6,40_60,0.4,0.05381944444444445
fullcatalog,n/a,trend,6,50_50,0.5,0.058159722222222224
fullcatalog,n/a,trend,6,60_40,0.6,0.0642361111111111
fullcatalog,n/a,trend,6,70_30,0.7,0.07291666666666667
fullcatalog,n/a,trend,6,80_20,0.8,0.078125
fullcatalog,n/a,trend,6,90_10,0.9,0.0842013888888889
testonly,val_inner,trend,6,10_90,0.1,0.015503875968992248
testonly,val_inner,trend,6,20_80,0.2,0.023255813953488372
testonly,val_inner,trend,6,30_70,0.3,0.028423772609819122
testonly,val_inner,trend,6,40_60,0.4,0.03359173126614987
testonly,val_inner,trend,6,50_50,0.5,0.041343669250646
testonly,val_inner,trend,6,60_40,0.6,0.08010335917312661
testonly,val_inner,trend,6,70_30,0.7,0.14728682170542637
testonly,val_inner,trend,6,80_20,0.8,0.2532299741602067
testonly,val_inner,trend,6,90_10,0.9,0.4082687338501292
testonly,test_final,trend,6,10_90,0.1,0.013297872340425532
testonly,test_final,trend,6,20_80,0.2,0.02127659574468085
testonly,test_final,trend,6,30_70,0.3,0.02127659574468085
testonly,test_final,trend,6,40_60,0.4,0.02925531914893617
testonly,test_final,trend,6,50_50,0.5,0.04521276595744681
testonly,test_final,trend,6,60_40,0.6,0.0851063829787234
testonly,test_final,trend,6,70_30,0.7,0.15691489361702127
testonly,test_final,trend,6,80_20,0.8,0.2845744680851064
testonly,test_final,trend,6,90_10,0.9,0.4308510638297872
fullcatalog,n/a,regular,6,10_90,0.1,0.0642361111111111
fullcatalog,n/a,regular,6,20_80,0.2,0.07552083333333333
fullcatalog,n/a,regular,6,30_70,0.3,0.0876736111111111
fullcatalog,n/a,regular,6,40_60,0.4,0.10677083333333333
fullcatalog,n/a,regular,6,50_50,0.5,0.11458333333333333
fullcatalog,n/a,regular,6,60_40,0.6,0.125
fullcatalog,n/a,regular,6,70_30,0.7,0.1362847222222222
fullcatalog,n/a,regular,6,80_20,0.8,0.1440972222222222
fullcatalog,n/a,regular,6,90_10,0.9,0.15104166666666666
testonly,val_inner,regular,6,10_90,0.1,0.00558659217877095
testonly,val_inner,regular,6,20_80,0.2,0.00931098696461825
testonly,val_inner,regular,6,30_70,0.3,0.0111731843575419
testonly,val_inner,regular,6,40_60,0.4,0.0148975791433892
testonly,val_inner,regular,6,50_50,0.5,0.0260707635009311
testonly,val_inner,regular,6,60_40,0.6,0.05027932960893855
testonly,val_inner,regular,6,70_30,0.7,0.13128491620111732
testonly,val_inner,regular,6,80_20,0.8,0.21508379888268156
testonly,val_inner,regular,6,90_10,0.9,0.32122905027932963
testonly,test_final,regular,6,10_90,0.1,0.006481481481481481
testonly,test_final,regular,6,20_80,0.2,0.009259259259259259
testonly,test_final,regular,6,30_70,0.3,0.011111111111111112
testonly,test_final,regular,6,40_60,0.4,0.014814814814814815
testonly,test_final,regular,6,50_50,0.5,0.025925925925925925
testonly,test_final,regular,6,60_40,0.6,0.058333333333333334
testonly,test_final,regular,6,70_30,0.7,0.13425925925925927
testonly,test_final,regular,6,80_20,0.8,0.21666666666666667
testonly,test_final,regular,6,90_10,0.9,0.325
fullcatalog,n/a,new,7,10_90,0.1,0.03125
fullcatalog,n/a,new,7,20_80,0.2,0.04513888888888889
fullcatalog,n/a,new,7,30_70,0.3,0.0625
fullcatalog,n/a,new,7,40_60,0.4,0.0763888888888889
fullcatalog,n/a,new,7,50_50,0.5,0.08680555555555555
fullcatalog,n/a,new,7,60_40,0.6,0.10243055555555555
fullcatalog,n/a,new,7,70_30,0.7,0.109375
fullcatalog,n/a,new,7,80_20,0.8,0.11979166666666667
fullcatalog,n/a,new,7,90_10,0.9,0.1293402777777778
testonly,val_inner,new,7,10_90,0.1,0.018072289156626505
testonly,val_inner,new,7,20_80,0.2,0.018072289156626505
testonly,val_inner,new,7,30_70,0.3,0.018072289156626505
testonly,val_inner,new,7,40_60,0.4,0.024096385542168676
testonly,val_inner,new,7,50_50,0.5,0.030120481927710843
testonly,val_inner,new,7,60_40,0.6,0.060240963855421686
testonly,val_inner,new,7,70_30,0.7,0.10240963855421686
testonly,val_inner,new,7,80_20,0.8,0.19879518072289157
testonly,val_inner,new,7,90_10,0.9,0.29518072289156627
testonly,test_final,new,7,10_90,0.1,0.01910828025477707
testonly,test_final,new,7,20_80,0.2,0.01910828025477707
testonly,test_final,new,7,30_70,0.3,0.03184713375796178
testonly,test_final,new,7,40_60,0.4,0.03821656050955414
testonly,test_final,new,7,50_50,0.5,0.050955414012738856
testonly,test_final,new,7,60_40,0.6,0.05732484076433121
testonly,test_final,new,7,70_30,0.7,0.10828025477707007
testonly,test_final,new,7,80_20,0.8,0.17834394904458598
testonly,test_final,new,7,90_10,0.9,0.22929936305732485
fullcatalog,n/a,trend,7,10_90,0.1,0.046875
fullcatalog,n/a,trend,7,20_80,0.2,0.06163194444444445
fullcatalog,n/a,trend,7,30_70,0.3,0.07899305555555555
fullcatalog,n/a,trend,7,40_60,0.4,0.09461805555555555
fullcatalog,n/a,trend,7,50_50,0.5,0.10503472222222222
fullcatalog,n/a,trend,7,60_40,0.6,0.1154513888888889
fullcatalog,n/a,trend,7,70_30,0.7,0.12760416666666666
fullcatalog,n/a,trend,7,80_20,0.8,0.1362847222222222
fullcatalog,n/a,trend,7,90_10,0.9,0.1484375
testonly,val_inner,trend,7,10_90,0.1,0.011142061281337047
testonly,val_inner,trend,7,20_80,0.2,0.013927576601671309
testonly,val_inner,trend,7,30_70,0.3,0.013927576601671309
testonly,val_inner,trend,7,40_60,0.4,0.025069637883008356
testonly,val_inner,trend,7,50_50,0.5,0.03899721448467967
testonly,val_inner,trend,7,60_40,0.6,0.06685236768802229
testonly,val_inner,trend,7,70_30,0.7,0.13370473537604458
testonly,val_inner,trend,7,80_20,0.8,0.27298050139275765
testonly,val_inner,trend,7,90_10,0.9,0.403899721448468
testonly,test_final,trend,7,10_90,0.1,0.009852216748768473
testonly,test_final,trend,7,20_80,0.2,0.012315270935960592
testonly,test_final,trend,7,30_70,0.3,0.012315270935960592
testonly,test_final,trend,7,40_60,0.4,0.014778325123152709
testonly,test_final,trend,7,50_50,0.5,0.029556650246305417
testonly,test_final,trend,7,60_40,0.6,0.04433497536945813
testonly,test_final,trend,7,70_30,0.7,0.10837438423645321
testonly,test_final,trend,7,80_20,0.8,0.21428571428571427
testonly,test_final,trend,7,90_10,0.9,0.3793103448275862
fullcatalog,n/a,regular,7,10_90,0.1,0.10503472222222222
fullcatalog,n/a,regular,7,20_80,0.2,0.1371527777777778
fullcatalog,n/a,regular,7,30_70,0.3,0.17274305555555555
fullcatalog,n/a,regular,7,40_60,0.4,0.19791666666666666
fullcatalog,n/a,regular,7,50_50,0.5,0.21961805555555555
fullcatalog,n/a,regular,7,60_40,0.6,0.23697916666666666
fullcatalog,n/a,regular,7,70_30,0.7,0.24739583333333334
fullcatalog,n/a,regular,7,80_20,0.8,0.2595486111111111
fullcatalog,n/a,regular,7,90_10,0.9,0.2725694444444444
testonly,val_inner,regular,7,10_90,0.1,0.0038204393505253103
testonly,val_inner,regular,7,20_80,0.2,0.004775549188156638
testonly,val_inner,regular,7,30_70,0.3,0.007640878701050621
testonly,val_inner,regular,7,40_60,0.4,0.010506208213944603
testonly,val_inner,regular,7,50_50,0.5,0.017191977077363897
testonly,val_inner,regular,7,60_40,0.6,0.034383954154727794
testonly,val_inner,regular,7,70_30,0.7,0.10124164278892073
testonly,val_inner,regular,7,80_20,0.8,0.224450811843362
testonly,val_inner,regular,7,90_10,0.9,0.3734479465138491
testonly,test_final,regular,7,10_90,0.1,0.003727865796831314
testonly,test_final,regular,7,20_80,0.2,0.005591798695246971
testonly,test_final,regular,7,30_70,0.3,0.008387698042870456
testonly,test_final,regular,7,40_60,0.4,0.010251630941286114
testonly,test_final,regular,7,50_50,0.5,0.016775396085740912
testonly,test_final,regular,7,60_40,0.6,0.03821062441752097
testonly,test_final,regular,7,70_30,0.7,0.1015843429636533
testonly,test_final,regular,7,80_20,0.8,0.22273998136067102
testonly,test_final,regular,7,90_10,0.9,0.3625349487418453
fullcatalog,n/a,new,8,10_90,0.1,0.020833333333333332
fullcatalog,n/a,new,8,20_80,0.2,0.026041666666666668
fullcatalog,n/a,new,8,30_70,0.3,0.028645833333333332
fullcatalog,n/a,new,8,40_60,0.4,0.036458333333333336
fullcatalog,n/a,new,8,50_50,0.5,0.04079861111111111
fullcatalog,n/a,new,8,60_40,0.6,0.04513888888888889
fullcatalog,n/a,new,8,70_30,0.7,0.04861111111111111
fullcatalog,n/a,new,8,80_20,0.8,0.05295138888888889
fullcatalog,n/a,new,8,90_10,0.9,0.057291666666666664
testonly,val_inner,new,8,10_90,0.1,0.023121387283236993
testonly,val_inner,new,8,20_80,0.2,0.028901734104046242
testonly,val_inner,new,8,30_70,0.3,0.028901734104046242
testonly,val_inner,new,8,40_60,0.4,0.04046242774566474
testonly,val_inner,new,8,50_50,0.5,0.05202312138728324
testonly,val_inner,new,8,60_40,0.6,0.06936416184971098
testonly,val_inner,new,8,70_30,0.7,0.10982658959537572
testonly,val_inner,new,8,80_20,0.8,0.19653179190751446
testonly,val_inner,new,8,90_10,0.9,0.2774566473988439
testonly,test_final,new,8,10_90,0.1,0.024691358024691357
testonly,test_final,new,8,20_80,0.2,0.030864197530864196
testonly,test_final,new,8,30_70,0.3,0.030864197530864196
testonly,test_final,new,8,40_60,0.4,0.030864197530864196
testonly,test_final,new,8,50_50,0.5,0.043209876543209874
testonly,test_final,new,8,60_40,0.6,0.04938271604938271
testonly,test_final,new,8,70_30,0.7,0.09259259259259259
testonly,test_final,new,8,80_20,0.8,0.19135802469135801
testonly,test_final,new,8,90_10,0.9,0.2777777777777778
fullcatalog,n/a,trend,8,10_90,0.1,0.042534722222222224
fullcatalog,n/a,trend,8,20_80,0.2,0.04774305555555555
fullcatalog,n/a,trend,8,30_70,0.3,0.050347222222222224
fullcatalog,n/a,trend,8,40_60,0.4,0.05295138888888889
fullcatalog,n/a,trend,8,50_50,0.5,0.058159722222222224
fullcatalog,n/a,trend,8,60_40,0.6,0.06510416666666667
fullcatalog,n/a,trend,8,70_30,0.7,0.0703125
fullcatalog,n/a,trend,8,80_20,0.8,0.07465277777777778
fullcatalog,n/a,trend,8,90_10,0.9,0.0798611111111111
testonly,val_inner,trend,8,10_90,0.1,0.01662049861495845
testonly,val_inner,trend,8,20_80,0.2,0.01662049861495845
testonly,val_inner,trend,8,30_70,0.3,0.0221606648199446
testonly,val_inner,trend,8,40_60,0.4,0.030470914127423823
testonly,val_inner,trend,8,50_50,0.5,0.04709141274238227
testonly,val_inner,trend,8,60_40,0.6,0.0886426592797784
testonly,val_inner,trend,8,70_30,0.7,0.16620498614958448
testonly,val_inner,trend,8,80_20,0.8,0.27977839335180055
testonly,val_inner,trend,8,90_10,0.9,0.43213296398891965
testonly,test_final,trend,8,10_90,0.1,0.012853470437017995
testonly,test_final,trend,8,20_80,0.2,0.015424164524421594
testonly,test_final,trend,8,30_70,0.3,0.02056555269922879
testonly,test_final,trend,8,40_60,0.4,0.030848329048843187
testonly,test_final,trend,8,50_50,0.5,0.04627249357326478
testonly,test_final,trend,8,60_40,0.6,0.07455012853470437
testonly,test_final,trend,8,70_30,0.7,0.13881748071979436
testonly,test_final,trend,8,80_20,0.8,0.2750642673521851
testonly,test_final,trend,8,90_10,0.9,0.4241645244215938
fullcatalog,n/a,regular,8,10_90,0.1,0.0642361111111111
fullcatalog,n/a,regular,8,20_80,0.2,0.08072916666666667
fullcatalog,n/a,regular,8,30_70,0.3,0.0920138888888889
fullcatalog,n/a,regular,8,40_60,0.4,0.109375
fullcatalog,n/a,regular,8,50_50,0.5,0.1189236111111111
fullcatalog,n/a,regular,8,60_40,0.6,0.13368055555555555
fullcatalog,n/a,regular,8,70_30,0.7,0.1449652777777778
fullcatalog,n/a,regular,8,80_20,0.8,0.15711805555555555
fullcatalog,n/a,regular,8,90_10,0.9,0.16319444444444445
testonly,val_inner,regular,8,10_90,0.1,0.005612722170252572
testonly,val_inner,regular,8,20_80,0.2,0.005612722170252572
testonly,val_inner,regular,8,30_70,0.3,0.00841908325537886
testonly,val_inner,regular,8,40_60,0.4,0.014967259120673527
testonly,val_inner,regular,8,50_50,0.5,0.021515434985968196
testonly,val_inner,regular,8,60_40,0.6,0.042095416276894296
testonly,val_inner,regular,8,70_30,0.7,0.11038353601496725
testonly,val_inner,regular,8,80_20,0.8,0.21796071094480823
testonly,val_inner,regular,8,90_10,0.9,0.33676333021515437
testonly,test_final,regular,8,10_90,0.1,0.005560704355885079
testonly,test_final,regular,8,20_80,0.2,0.005560704355885079
testonly,test_final,regular,8,30_70,0.3,0.010194624652455977
testonly,test_final,regular,8,40_60,0.4,0.013901760889712697
testonly,test_final,regular,8,50_50,0.5,0.020389249304911955
testonly,test_final,regular,8,60_40,0.6,0.04633920296570899
testonly,test_final,regular,8,70_30,0.7,0.11214087117701575
testonly,test_final,regular,8,80_20,0.8,0.21872103799814643
testonly,test_final,regular,8,90_10,0.9,0.32252085264133457
fullcatalog,n/a,new,9,10_90,0.1,0.021701388888888888
fullcatalog,n/a,new,9,20_80,0.2,0.027777777777777776
fullcatalog,n/a,new,9,30_70,0.3,0.03819444444444445
fullcatalog,n/a,new,9,40_60,0.4,0.043402777777777776
fullcatalog,n/a,new,9,50_50,0.5,0.04861111111111111
fullcatalog,n/a,new,9,60_40,0.6,0.05381944444444445
fullcatalog,n/a,new,9,70_30,0.7,0.058159722222222224
fullcatalog,n/a,new,9,80_20,0.8,0.06163194444444445
fullcatalog,n/a,new,9,90_10,0.9,0.0642361111111111
testonly,val_inner,new,9,10_90,0.1,0.041916167664670656
testonly,val_inner,new,9,20_80,0.2,0.041916167664670656
testonly,val_inner,new,9,30_70,0.3,0.04790419161676647
testonly,val_inner,new,9,40_60,0.4,0.05389221556886228
testonly,val_inner,new,9,50_50,0.5,0.0718562874251497
testonly,val_inner,new,9,60_40,0.6,0.0718562874251497
testonly,val_inner,new,9,70_30,0.7,0.10778443113772455
testonly,val_inner,new,9,80_20,0.8,0.18562874251497005
testonly,val_inner,new,9,90_10,0.9,0.281437125748503
testonly,test_final,new,9,10_90,0.1,0.026845637583892617
testonly,test_final,new,9,20_80,0.2,0.03355704697986577
testonly,test_final,new,9,30_70,0.3,0.03355704697986577
testonly,test_final,new,9,40_60,0.4,0.03355704697986577
testonly,test_final,new,9,50_50,0.5,0.03355704697986577
testonly,test_final,new,9,60_40,0.6,0.04697986577181208
testonly,test_final,new,9,70_30,0.7,0.10738255033557047
testonly,test_final,new,9,80_20,0.8,0.1610738255033557
testonly,test_final,new,9,90_10,0.9,0.2751677852348993
fullcatalog,n/a,trend,9,10_90,0.1,0.03732638888888889
fullcatalog,n/a,trend,9,20_80,0.2,0.043402777777777776
fullcatalog,n/a,trend,9,30_70,0.3,0.05295138888888889
fullcatalog,n/a,trend,9,40_60,0.4,0.057291666666666664
fullcatalog,n/a,trend,9,50_50,0.5,0.0625
fullcatalog,n/a,trend,9,60_40,0.6,0.06944444444444445
fullcatalog,n/a,trend,9,70_30,0.7,0.078125
fullcatalog,n/a,trend,9,80_20,0.8,0.08159722222222222
fullcatalog,n/a,trend,9,90_10,0.9,0.0876736111111111
testonly,val_inner,trend,9,10_90,0.1,0.01971830985915493
testonly,val_inner,trend,9,20_80,0.2,0.01971830985915493
testonly,val_inner,trend,9,30_70,0.3,0.01971830985915493
testonly,val_inner,trend,9,40_60,0.4,0.028169014084507043
testonly,val_inner,trend,9,50_50,0.5,0.03943661971830986
testonly,val_inner,trend,9,60_40,0.6,0.07323943661971831
testonly,val_inner,trend,9,70_30,0.7,0.1352112676056338
testonly,val_inner,trend,9,80_20,0.8,0.2535211267605634
testonly,val_inner,trend,9,90_10,0.9,0.4
testonly,test_final,trend,9,10_90,0.1,0.01832460732984293
testonly,test_final,trend,9,20_80,0.2,0.01832460732984293
testonly,test_final,trend,9,30_70,0.3,0.01832460732984293
testonly,test_final,trend,9,40_60,0.4,0.031413612565445025
testonly,test_final,trend,9,50_50,0.5,0.04450261780104712
testonly,test_final,trend,9,60_40,0.6,0.060209424083769635
testonly,test_final,trend,9,70_30,0.7,0.09424083769633508
testonly,test_final,trend,9,80_20,0.8,0.22251308900523561
testonly,test_final,trend,9,90_10,0.9,0.39790575916230364
fullcatalog,n/a,regular,9,10_90,0.1,0.06770833333333333
fullcatalog,n/a,regular,9,20_80,0.2,0.08854166666666667
fullcatalog,n/a,regular,9,30_70,0.3,0.10590277777777778
fullcatalog,n/a,regular,9,40_60,0.4,0.1154513888888889
fullcatalog,n/a,regular,9,50_50,0.5,0.1362847222222222
fullcatalog,n/a,regular,9,60_40,0.6,0.14930555555555555
fullcatalog,n/a,regular,9,70_30,0.7,0.1597222222222222
fullcatalog,n/a,regular,9,80_20,0.8,0.1753472222222222
fullcatalog,n/a,regular,9,90_10,0.9,0.1857638888888889
testonly,val_inner,regular,9,10_90,0.1,0.006653992395437262
testonly,val_inner,regular,9,20_80,0.2,0.006653992395437262
testonly,val_inner,regular,9,30_70,0.3,0.0076045627376425855
testonly,val_inner,regular,9,40_60,0.4,0.015209125475285171
testonly,val_inner,regular,9,50_50,0.5,0.02091254752851711
testonly,val_inner,regular,9,60_40,0.6,0.03897338403041825
testonly,val_inner,regular,9,70_30,0.7,0.11596958174904944
testonly,val_inner,regular,9,80_20,0.8,0.20437262357414449
testonly,val_inner,regular,9,90_10,0.9,0.314638783269962
testonly,test_final,regular,9,10_90,0.1,0.006566604127579738
testonly,test_final,regular,9,20_80,0.2,0.006566604127579738
testonly,test_final,regular,9,30_70,0.3,0.0075046904315197
testonly,test_final,regular,9,40_60,0.4,0.012195121951219513
testonly,test_final,regular,9,50_50,0.5,0.020637898686679174
testonly,test_final,regular,9,60_40,0.6,0.0375234521575985
testonly,test_final,regular,9,70_30,0.7,0.10318949343339587
testonly,test_final,regular,9,80_20,0.8,0.21669793621013134
testonly,test_final,regular,9,90_10,0.9,0.33677298311444653
