protocol,split,segment,fold,metric,slope,r_squared,range
fullcatalog,n/a,trend,5,precision,-0.012962962962962959,0.8524484536082474,0.009629629629629634
fullcatalog,n/a,trend,6,precision,-0.005308641975308644,0.5754149377593368,0.005185185185185182
fullcatalog,n/a,trend,7,precision,-0.024396135265700492,0.8375205254515597,0.01811594202898552
fullcatalog,n/a,trend,8,precision,0.0011029411764705893,0.019983552631578964,0.0058823529411764774
fullcatalog,n/a,trend,9,precision,0.003406326034063257,0.38181818181818133,0.005109489051094887
testonly,test_final,new,0,precision,0.40793650793650793,0.7831858538248329,0.3226190476190477
testonly,test_final,new,1,precision,0.4144524959742351,0.7851801937508799,0.3780193236714976
testonly,test_final,new,2,precision,0.46807628524046424,0.910813508131746,0.4129353233830846
testonly,test_final,new,3,precision,0.47264309764309764,0.8415643086888244,0.3712121212121212
testonly,test_final,new,4,precision,0.4888888888888889,0.8353276877761415,0.3853333333333333
testonly,test_final,new,5,precision,0.4652777777777779,0.9349486253818388,0.38749999999999996
testonly,test_final,new,6,precision,0.43918918918918914,0.8511083662167988,0.4354354354354354
testonly,test_final,new,7,precision,0.4992424242424242,0.8314250159540524,0.4409090909090909
testonly,test_final,new,8,precision,0.2969696969696969,0.6789678331565923,0.2909090909090909
testonly,test_final,new,9,precision,0.30434782608695654,0.7455201172095123,0.23043478260869568
testonly,val_inner,new,0,precision,0.4893483709273184,0.9064750232825413,0.4285714285714286
testonly,val_inner,new,1,precision,0.4824561403508772,0.8440418343330041,0.3984962406015038
testonly,val_inner,new,2,precision,0.5288379983036471,0.8196883972153596,0.43256997455470736
testonly,val_inner,new,3,precision,0.32205513784461154,0.8841900937081663,0.2368421052631579
testonly,val_inner,new,4,precision,0.5130208333333334,0.7805380038548564,0.3984375
