protocol,split,segment,fold,metric,slope,r_squared,range
testonly,val_inner,new,5,precision,0.5474254742547425,0.7993731021647569,0.4796747967479674
testonly,val_inner,new,6,precision,0.5300361336946704,0.8190780356275468,0.4281842818428184
testonly,val_inner,new,7,precision,0.5855072463768117,0.7794460362941742,0.4739130434782609
testonly,val_inner,new,8,precision,0.2598870056497175,0.6356342699793478,0.2669491525423729
testonly,val_inner,new,9,precision,0.4608796296296296,0.9156500428095377,0.3944444444444444
testonly,test_final,regular,0,precision,1.208859200006676,0.7250636698747851,1.002123078463772
testonly,test_final,regular,1,precision,1.1666741775574585,0.8198502402944967,0.928091983375895
testonly,test_final,regular,2,precision,1.5092035370578676,0.8844952112599938,1.1894413198350207
testonly,test_final,regular,3,precision,1.6720005098757074,0.8408009101468387,1.2594021916296798
testonly,test_final,regular,4,precision,1.1892837508267196,0.8442737121608935,0.9239273313492063
testonly,test_final,regular,5,precision,1.0573219580872641,0.7930538053694174,0.9528544018339934
testonly,test_final,regular,6,precision,1.1418170645335999,0.7453546279206019,0.9905680539932509
testonly,test_final,regular,7,precision,1.1483006779100529,0.8526563116112322,0.9799553571428571
testonly,test_final,regular,8,precision,0.826726740757353,0.6426310271618416,0.7893305673917916
testonly,test_final,regular,9,precision,1.1452093940301487,0.8626973253385751,0.8445517620045923
testonly,val_inner,regular,0,precision,0.9666533129768425,0.830347356260776,0.7218487394957984
testonly,val_inner,regular,1,precision,1.3251650810474342,0.8847424117549858,0.9770648800060566
testonly,val_inner,regular,2,precision,1.6893737207742026,0.9126897211066902,1.221397997401208
testonly,val_inner,regular,3,precision,1.5951030687830687,0.9087149126038075,1.1734463492063494
testonly,val_inner,regular,4,precision,1.327805308726361,0.8323740118618805,1.0605396065922381
testonly,val_inner,regular,5,precision,1.2876692869339927,0.8876021008374886,0.9764346279052161
testonly,val_inner,regular,6,precision,0.9162085759068518,0.6369699849473496,0.9206112852664576
testonly,val_inner,regular,7,precision,1.5512517567791002,0.9431160132237383,1.1083203125
testonly,val_inner,regular,8,precision,1.054135397895118,0.7640949171965365,0.8666561751709497
testonly,val_inner,regular,9,precision,0.9224021205164284,0.7180541731691018,0.8041583351847739
testonly,test_final,trend,0,precision,1.4361767476350813,0.6896079146159647,1.2409812409812409
testonly,test_final,trend,1,precision,1.1196174961212555,0.8471717139548167,0.8219298245614036
testonly,test_final,trend,2,precision,1.6027897123761785,0.8500612743003226,1.3095238095238095
testonly,test_final,trend,3,precision,1.500500473821369,0.8242822248957747,1.1585820895522387
testonly,test_final,trend,4,precision,1.7389175809212576,0.8549210047541715,1.4854254201680677
testonly,test_final,trend,5,precision,0.9262463256907699,0.7870676102088339,0.6654320987654322
testonly,test_final,trend,6,precision,1.6278963354889278,0.7135743611627398,1.5187654320987654
testonly,test_final,trend,7,precision,1.5025017253278123,0.890277821219615,1.145479641131815
testonly,test_final,trend,8,precision,0.9971755368814194,0.6890659863890358,0.854779411764706
testonly,test_final,trend,9,precision,1.4658817054802453,0.9618918110258593,1.1738442822384427
testonly,val_inner,trend,0,precision,1.6526936026936028,0.6646849409370681,1.451839826839827
testonly,val_inner,trend,1,precision,1.0317181843497631,0.9198654895333468,0.6781954887218045
testonly,val_inner,trend,2,precision,1.8415242941960503,0.9497104273238699,1.3097964376590332
testonly,val_inner,trend,3,precision,1.7990054869684498,0.9110434661233136,1.344938271604938
testonly,val_inner,trend,4,precision,1.395896066760037,0.7189462378868685,1.185968137254902
testonly,val_inner,trend,5,precision,0.9720002939447385,0.8435155834061195,0.8308112874779543
testonly,val_inner,trend,6,precision,1.0992588702147525,0.6970856489945297,0.9813725490196075
testonly,val_inner,trend,7,precision,1.8493405413695265,0.9597703099335839,1.3224465148378193
testonly,val_inner,trend,8,precision,0.6140125373821028,0.33974485778538766,0.8623188405797102
testonly,val_inner,trend,9,precision,1.0334071949947865,0.7696308225370504,0.8437347931873482
fullcatalog,n/a,new,0,recall,-0.11607142857142858,0.7602071794568022,0.11071428571428571
fullcatalog,n/a,new,1,recall,-0.03985507246376811,0.744003036437247,0.04106280193236715
fullcatalog,n/a,new,2,recall,-0.07359038142620233,0.9092712842712843,0.0646766169154229
fullcatalog,n/a,new,3,recall,-0.051767676767676775,0.8635273972602742,0.042929292929292935
fullcatalog,n/a,new,4,recall,-0.04266666666666667,0.843956043956044,0.04266666666666667
fullcatalog,n/a,new,5,recall,-0.05856481481481482,0.9474393132030787,0.054166666666666675
fullcatalog,n/a,new,6,recall,-0.09909909909909909,0.9503999999999999,0.09009009009009009
fullcatalog,n/a,new,7,recall,0.011363636363636366,0.23116438356164382,0.022727272727272728
fullcatalog,n/a,new,8,recall,-0.03030303030303031,0.6349206349206349,0.03181818181818183
fullcatalog,n/a,new,9,recall,-0.038405797101449285,0.8427000000000001,0.030434782608695657
fullcatalog,n/a,regular,0,recall,-0.022689741096232723,0.9814609794316103,0.018559338594078753
fullcatalog,n/a,regular,1,recall,-0.039952162131187435,0.9478019187388134,0.03258793845727381
fullcatalog,n/a,regular,2,recall,-0.03547593608757208,0.987614347888581,0.029624164157290245
fullcatalog,n/a,regular,3,recall,-0.03138383587218179,0.9442178762401776,0.025334637848929975
fullcatalog,n/a,regular,4,recall,-0.029019781816696174,0.8927883292824204,0.024812204940082183
fullcatalog,n/a,regular,5,recall,-0.036066925905966274,0.9276915517144212,0.026911879058884383
fullcatalog,n/a,regular,6,recall,-0.02693280787984501,0.9773692755529924,0.019705542818689123
fullcatalog,n/a,regular,7,recall,-0.031258609684467316,0.8425613152905264,0.029532184273608944
fullcatalog,n/a,regular,8,recall,-0.03488857893825894,0.9005622812950999,0.027267822595839916
fullcatalog,n/a,regular,9,recall,-0.011026376803696383,0.4224197910537307,0.015056339319500706
fullcatalog,n/a,trend,0,recall,-0.025380883146034667,0.6123429356720502,0.024690629236083797
fullcatalog,n/a,trend,1,recall,-0.031137702801236643,0.8378155006172179,0.032549092511498526
fullcatalog,n/a,trend,2,recall,-0.04427803816901562,0.9397243195465423,0.03189738415302326
